customer_id,deposits,cards,account,loan,deposits_reco,cards_reco,account_reco,loan_reco
0001,0,0,0,0,0.012375,0.01925,0.24810938985736924,0.24853239973483593
0002,1,1,1,0,0.5147430284702627,0.76925,0.803775,0.3708826968461703
0003,0,0,1,0,0.012375,0.6005151331719127,0.5011072871714398,0.2447763883147306
0004,0,0,0,0,0.012375,0.01925,0.25205423347673056,0.25096700590938936
0005,0,0,0,0,0.012375,0.01925,0.2526430718188915,0.25138208784005245
0006,0,0,0,0,0.012375,0.01925,0.2506315815324165,0.2515477399279397
0007,0,0,0,0,0.012375,0.01925,0.24919545005921834,0.2511332020997375
0008,1,1,1,0,0.5147352931259273,0.76925,0.803775,0.38066660816367465
0009,0,0,0,0,0.012375,0.01925,0.24762420634920634,0.250550559026636
0010,0,0,0,0,0.012375,0.01925,0.24762420634920634,0.2523727554684949
0011,0,0,0,0,0.012375,0.01925,0.24798823820848198,0.2524549608355091
0012,0,0,0,1,0.012375,0.01925,0.46166973684210527,0.49988138806462246
0013,0,0,0,0,0.012375,0.01925,0.25134458055664444,0.2518783938501799
0014,0,0,0,0,0.012375,0.01925,0.25098850078492935,0.2512162184322729
0015,0,0,0,0,0.012375,0.01925,0.24967567008277491,0.2518783938501799
0016,0,0,0,0,0.012375,0.01925,0.2467714186231596,0.2500490115321252
0017,0,1,1,0,0.7477628852284803,0.6174642857142857,0.803775,0.00425
0018,0,0,0,0,0.012375,0.01925,0.2516998238057948,0.24946136063408192
0019,0,0,1,0,0.012375,0.608992101409155,0.4993156471981058,0.2436481321342096
0020,0,0,0,0,0.012375,0.01925,0.24943574950690334,0.2518783938501799
0021,0,0,0,0,0.012375,0.01925,0.24689353619729515,0.2517131751227496
0022,0,1,1,0,0.7477861405835544,0.6197994505494505,0.803775,0.00425
0023,0,0,1,0,0.012375,0.6030143491041693,0.4999152126821583,0.24865406236201215
0024,0,0,0,0,0.012375,0.01925,0.24835140538400635,0.24861713055003315
0025,0,0,0,0,0.012375,0.01925,0.24967567008277491,0.25327407286922576
0026,0,0,0,0,0.012375,0.01925,0.2488342885375494,0.25220818360013064
0027,0,0,0,0,0.012375,0.01925,0.2489547708415646,0.25038359657782167
0028,0,0,0,0,0.012375,0.01925,0.2506315815324165,0.2501327404479578
0029,0,0,0,0,0.012375,0.01925,0.2460366673314719,0.25253711256117456
0030,0,0,0,0,0.012375,0.01925,0.24859303797468357,0.2517131751227496
0031,0,0,0,0,0.012375,0.01925,0.25205423347673056,0.2524549608355091
0032,0,0,0,0,0.012375,0.01925,0.25158150215432823,0.24954547705513372
0033,0,0,0,0,0.012375,0.01925,0.25158150215432823,0.253762987012987
0034,0,0,0,0,0.012375,0.01925,0.2488342885375494,0.25063395792241944
0035,0,0,0,0,0.012375,0.01925,0.25158150215432823,0.25220818360013064
0036,0,0,0,0,0.012375,0.01925,0.24943574950690334,0.25088382594417075
0037,0,0,0,0,0.012375,0.01925,0.24931564719810578,0.25080059132720106
0038,0,0,0,0,0.012375,0.01925,0.24979548857368006,0.25096700590938936
0039,0,0,0,0,0.012375,0.01925,0.2516998238057948,0.2502164142245637
0040,1,1,1,0,0.5147120377708533,0.76925,0.803775,0.3827151875277956
0041,0,1,1,0,0.747801603073662,0.6254867864693445,0.803775,0.00425
0042,0,0,0,0,0.012375,0.01925,0.25003484251968505,0.25071730200460074
0043,0,0,0,0,0.012375,0.01925,0.24991521268215833,0.25253711256117456
0044,0,0,0,0,0.012375,0.01925,0.2516998238057948,0.2510501312766656
0045,0,0,0,0,0.012375,0.01925,0.2484722694895133,0.2490399437644724
0046,0,0,0,0,0.012375,0.01925,0.24810938985736924,0.25063395792241944
0047,0,0,0,0,0.012375,0.01925,0.2490751579778831,0.25080059132720106
0048,0,0,1,0,0.012375,0.6065345023343688,0.5019361893583725,0.2518922218493036
0049,0,0,0,0,0.012375,0.01925,0.24931564719810578,0.24819291403916363
0050,0,0,0,0,0.012375,0.01925,0.2505124213836478,0.24870180523352103
0051,0,0,0,0,0.012375,0.01925,0.2490751579778831,0.24861713055003315
0052,0,0,0,0,0.012375,0.01925,0.2528779641185647,0.24836276948590383
0053,0,0,0,0,0.012375,0.01925,0.2512259803921569,0.25138208784005245
0054,0,0,0,0,0.012375,0.01925,0.24931564719810578,0.24895549305095963
0055,0,0,0,0,0.012375,0.01925,0.24919545005921834,0.25038359657782167
0056,0,0,0,0,0.012375,0.01925,0.24967567008277491,0.2520433965348153
0057,0,0,0,0,0.012375,0.01925,0.24919545005921834,0.2496295379537954
0058,0,0,0,0,0.012375,0.01925,0.24786699048374305,0.25088382594417075
0059,0,0,0,0,0.012375,0.01925,0.24762420634920634,0.2499652274225445
0060,0,0,0,0,0.012375,0.01925,0.25229004493942947,0.25030003291639236
0061,0,0,1,0,0.012375,0.6060642883178422,0.5006315815324165,0.22618830655538807
0062,0,0,0,0,0.012375,0.01925,0.24725930671434249,0.2502164142245637
0063,0,0,0,0,0.012375,0.01925,0.2490751579778831,0.2522904964075767
0064,0,0,0,0,0.012375,0.01925,0.24859303797468357,0.250550559026636
0065,0,0,0,0,0.012375,0.01925,0.2519361893583725,0.2517958115183246
0066,1,1,1,0,0.5147352931259273,0.76925,0.803775,0.37638207937164114
0067,1,1,1,0,0.5148199331330902,0.76925,0.803775,0.38548486682808714
0068,0,0,1,0,0.012375,0.6060642883178422,0.5008696211228897,0.25609194006673935
0069,0,0,0,0,0.012375,0.01925,0.2507506480754124,0.24895549305095963
0070,0,0,0,0,0.012375,0.01925,0.24774564656882192,0.25270125529833715
0071,0,0,0,0,0.012375,0.01925,0.24640448207171317,0.25212581699346404
0072,0,0,0,0,0.012375,0.01925,0.25098850078492935,0.25080059132720106
0073,0,0,0,0,0.012375,0.01925,0.2524078125,0.2517131751227496
0074,0,0,1,0,0.012375,0.6073115084384373,0.500034842519685,0.24421340916151746
0075,1,1,1,0,0.5146809150556849,0.76925,0.803775,0.3708826968461703
0076,0,0,0,0,0.012375,0.01925,0.24835140538400635,0.2512162184322729
0077,0,0,0,0,0.012375,0.01925,0.2460366673314719,0.2517131751227496
0078,0,0,0,0,0.012375,0.01925,0.24786699048374305,0.25286518409905506
0079,0,0,0,0,0.012375,0.01925,0.2487137109529458,0.2499652274225445
0080,0,0,0,0,0.012375,0.01925,0.25146308777429466,0.2501327404479578
0081,0,0,0,0,0.012375,0.01925,0.24859303797468357,0.2536816336472881
0082,0,0,0,0,0.012375,0.01925,0.24762420634920634,0.2517131751227496
0083,0,0,1,0,0.012375,0.603829231737103,0.4981093898573693,0.2645953789574672
0084,0,0,0,0,0.012375,0.01925,0.2467714186231596,0.25425
0085,0,0,0,0,0.012375,0.01925,0.25003484251968505,0.2524549608355091
0086,0,0,0,0,0.012375,0.01925,0.24738103653693405,0.24988138806462248
0087,0,0,1,0,0.012375,0.6049552353232825,0.4946804487179487,0.2436481321342096
0088,0,0,0,0,0.012375,0.01925,0.2527605637924307,0.2526192106979778
0089,0,0,0,0,0.012375,0.01925,0.2488342885375494,0.25096700590938936
0090,0,0,0,0,0.012375,0.01925,0.2484722694895133,0.2502164142245637
0091,0,0,0,0,0.012375,0.01925,0.2508696211228897,0.25537903225806446
0092,0,0,0,0,0.012375,0.01925,0.25146308777429466,0.25138208784005245
0093,0,0,0,0,0.012375,0.01925,0.25098850078492935,0.2523727554684949
0094,0,0,0,0,0.012375,0.01925,0.24774564656882192,0.25641832637327333
0095,0,0,0,0,0.012375,0.01925,0.25146308777429466,0.25129918032786885
0096,0,0,0,0,0.012375,0.01925,0.2507506480754124,0.24853239973483593
0097,0,0,0,0,0.012375,0.01925,0.24823044554455448,0.24929296100462658
0098,0,0,1,0,0.012375,0.6066905690850362,0.49664920382165606,0.2447763883147306
0099,0,0,0,0,0.012375,0.01925,0.2519361893583725,0.24587759544541193
0100,0,0,0,0,0.012375,0.01925,0.24750266971020246,0.2517131751227496
0101,0,0,1,0,0.012375,0.6049552353232825,0.5014630877742947,0.25865088999411034
0102,0,0,1,0,0.012375,0.6066905690850362,0.5008696211228897,0.23786581920903954
0103,0,0,1,0,0.012375,0.601189736346516,0.4973810365369341,0.24974206671402954
0104,0,0,0,0,0.012375,0.01925,0.2506315815324165,0.2524549608355091
0105,0,0,0,0,0.012375,0.01925,0.25369720925709843,0.25360022742040284
0106,0,0,0,0,0.012375,0.01925,0.24931564719810578,0.24819291403916363
0107,0,0,0,0,0.012375,0.01925,0.2507506480754124,0.25146494102228045
0108,0,0,0,1,0.012375,0.01925,0.42142205882352946,0.5010501312766655
0109,0,0,0,0,0.012375,0.01925,0.24579096806387224,0.2512162184322729
0110,0,0,0,0,0.012375,0.01925,0.25146308777429466,0.2516304846103471
0111,0,0,0,0,0.012375,0.01925,0.25039316751867874,0.2520433965348153
0112,0,0,0,0,0.012375,0.01925,0.2459138667198723,0.24895549305095963
0113,0,0,0,0,0.012375,0.01925,0.2521721853010164,0.25030003291639236
0114,0,0,0,0,0.012375,0.01925,0.2521721853010164,0.2496295379537954
0115,0,0,0,0,0.012375,0.01925,0.24835140538400635,0.2523727554684949
0116,0,0,0,0,0.012375,0.01925,0.24979548857368006,0.25146494102228045
